Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph
TRIP_01012,Chickpet,Bellandur,16.27,Afternoon,Weekday,Clear,High,Main Road,17.4
TRIP_01013,Yelahanka,Electronic City,20.8,Morning Peak,Weekday,Rain,Very High,Highway,11.8
TRIP_01014,Frazer Town,Kempegowda International Airport,18.43,Afternoon,Weekend,Clear,Medium,Highway,58.9
TRIP_01015,Yelahanka,Chickpet,19.18,Morning Peak,Weekday,Heatwave,Very High,Main Road,13.3
TRIP_01016,KR Puram,Frazer Town,6.29,Evening Peak,Weekday,Clear,High,Inner Road,13.4
TRIP_01017,MG Road,HSR Layout,9.35,Evening Peak,Weekday,Heatwave,High,Highway,42.6
TRIP_01018,Malleshwaram,Basavanagudi,10.19,Evening Peak,Weekend,Clear,Medium,Inner Road,19.4
TRIP_01019,Jayanagar,Hebbal,6.67,Evening Peak,Weekday,Clear,Medium,Highway,51.6
TRIP_01020,Kempegowda International Airport,Sadashivanagar,19.83,Morning Peak,Weekday,Fog,Very High,Main Road,5.3
TRIP_01021,Bellandur,Electronic City,9.97,Evening Peak,Weekday,Clear,High,Highway,40.9
TRIP_01022,KR Puram,Sadashivanagar,10.5,Evening Peak,Weekend,Heatwave,Medium,Main Road,30.5
TRIP_01023,Bellandur,Sadashivanagar,22.01,Afternoon,Weekend,Clear,High,Highway,39.2
TRIP_01024,Kempegowda International Airport,KR Puram,22.57,Afternoon,Weekend,Clear,Medium,Main Road,31.1
TRIP_01025,Kempegowda International Airport,Malleshwaram,13.83,Morning Peak,Weekday,Clear,Very High,Main Road,9.0
TRIP_01026,Whitefield,HSR Layout,21.63,Afternoon,Weekend,Clear,Medium,Highway,56.1
TRIP_01027,Koramangala,Banashankari,13.62,Evening Peak,Weekday,Clear,High,Main Road,22.0
TRIP_01028,JP Nagar,KR Puram,15.71,Afternoon,Weekday,Clear,Very High,Inner Road,8.2
TRIP_01029,Marathahalli,Bellandur,4.88,Afternoon,Weekday,Clear,High,Inner Road,9.7
TRIP_01030,Frazer Town,JP Nagar,16.3,Evening Peak,Weekday,Heatwave,High,Inner Road,15.9
TRIP_01031,Peenya,Indiranagar,4.03,Evening Peak,Weekday,Clear,High,Inner Road,15.4
TRIP_01032,KR Puram,Marathahalli,18.39,Morning Peak,Weekday,Fog,Medium,Inner Road,15.7
TRIP_01033,Koramangala,RR Nagar,26.29,Evening Peak,Weekday,Fog,Medium,Main Road,21.9
TRIP_01034,Basavanagudi,JP Nagar,4.08,Evening Peak,Weekday,Clear,Medium,Inner Road,23.6
TRIP_01035,Koramangala,Indiranagar,3.32,Night,Weekday,Clear,High,Inner Road,16.7
TRIP_01036,Chickpet,JP Nagar,12.95,Morning Peak,Weekday,Fog,High,Main Road,9.9
TRIP_01037,Chickpet,KR Puram,6.2,Evening Peak,Weekday,Heatwave,Medium,Main Road,28.9
TRIP_01038,HSR Layout,NIMHANS,12.31,Night,Weekday,Clear,Low,Highway,85.0
TRIP_01039,Frazer Town,HSR Layout,10.68,Morning Peak,Weekday,Clear,High,Inner Road,11.2
TRIP_01040,HSR Layout,Hebbal,2.52,Morning Peak,Weekday,Rain,High,Inner Road,7.8
TRIP_01041,Malleshwaram,Peenya,15.59,Afternoon,Weekday,Clear,Low,Highway,62.6
TRIP_01042,NIMHANS,Peenya,7.2,Evening Peak,Weekday,Clear,High,Main Road,27.3
TRIP_01043,Basavanagudi,HSR Layout,14.1,Evening Peak,Weekday,Clear,Medium,Main Road,36.6
TRIP_01044,Peenya,Sadashivanagar,21.87,Morning Peak,Weekend,Fog,Medium,Highway,24.6
TRIP_01045,Bellandur,Malleshwaram,15.08,Night,Weekday,Clear,Low,Main Road,50.6
TRIP_01046,RR Nagar,BTM Layout,27.72,Morning Peak,Weekend,Clear,Very High,Highway,20.2
TRIP_01047,MG Road,Koramangala,9.27,Evening Peak,Weekday,Heatwave,High,Main Road,22.1
TRIP_01048,Hebbal,Koramangala,14.84,Evening Peak,Weekday,Clear,Very High,Highway,20.5
TRIP_01049,Peenya,Yelahanka,23.01,Afternoon,Weekday,Rain,Medium,Main Road,22.6
TRIP_01050,Whitefield,Marathahalli,12.72,Evening Peak,Weekday,Rain,High,Main Road,20.1
TRIP_01051,Bellandur,Koramangala,5.36,Evening Peak,Weekend,Clear,High,Main Road,23.4
TRIP_01052,Hebbal,Rajajinagar,3.98,Afternoon,Weekday,Heatwave,Medium,Inner Road,27.6
TRIP_01053,Chickpet,Kempegowda International Airport,16.54,Evening Peak,Weekday,Heatwave,High,Main Road,22.5
TRIP_01054,HSR Layout,BTM Layout,17.23,Morning Peak,Weekday,Clear,Very High,Main Road,14.8
TRIP_01055,Koramangala,Rajajinagar,18.42,Evening Peak,Weekend,Rain,Medium,Main Road,18.7
TRIP_01056,Hebbal,Banashankari,16.03,Morning Peak,Weekday,Fog,Very High,Highway,11.2
TRIP_01057,Bellandur,Hebbal,16.74,Morning Peak,Weekday,Clear,Very High,Highway,15.3
TRIP_01058,JP Nagar,Yelahanka,21.07,Night,Weekend,Clear,Medium,Highway,58.7
TRIP_01059,Chickpet,KR Puram,6.2,Afternoon,Weekday,Clear,Medium,Inner Road,13.6
TRIP_01060,BTM Layout,Chickpet,7.47,Afternoon,Weekday,Clear,High,Inner Road,17.5
TRIP_01061,Koramangala,Kempegowda International Airport,9.81,Afternoon,Weekday,Clear,High,Main Road,21.5
TRIP_01062,Yelahanka,RR Nagar,17.53,Afternoon,Weekday,Heatwave,Very High,Main Road,12.7
TRIP_01063,HSR Layout,Indiranagar,15.57,Evening Peak,Weekday,Rain,Very High,Highway,12.4
TRIP_01064,RR Nagar,Rajajinagar,8.97,Evening Peak,Weekday,Clear,High,Inner Road,16.9
TRIP_01065,Sadashivanagar,KR Puram,10.5,Morning Peak,Weekday,Clear,High,Main Road,26.8
TRIP_01066,Hebbal,Peenya,20.5,Evening Peak,Weekday,Heatwave,High,Highway,37.1
TRIP_01067,Jayanagar,Basavanagudi,15.7,Afternoon,Weekday,Clear,Low,Main Road,46.0
TRIP_01068,KR Puram,Jayanagar,20.44,Evening Peak,Weekday,Clear,High,Highway,33.8
TRIP_01069,Basavanagudi,Whitefield,8.66,Night,Weekday,Rain,Low,Main Road,33.9
TRIP_01070,MG Road,Bellandur,13.75,Evening Peak,Weekday,Fog,High,Main Road,14.3
TRIP_01071,Marathahalli,Bellandur,4.88,Evening Peak,Weekday,Clear,High,Main Road,26.8
TRIP_01072,Sadashivanagar,Hebbal,7.93,Morning Peak,Weekday,Heatwave,High,Main Road,17.8
TRIP_01073,Banashankari,Basavanagudi,9.58,Night,Weekday,Clear,Medium,Main Road,28.7
TRIP_01074,Rajajinagar,NIMHANS,17.0,Afternoon,Weekday,Clear,High,Highway,35.2
TRIP_01075,JP Nagar,KR Puram,15.71,Evening Peak,Weekday,Rain,Very High,Inner Road,5.2
TRIP_01076,Whitefield,Basavanagudi,8.66,Morning Peak,Weekday,Clear,High,Main Road,27.6
TRIP_01077,Indiranagar,Frazer Town,14.87,Morning Peak,Weekday,Clear,High,Highway,31.4
TRIP_01078,RR Nagar,Basavanagudi,26.64,Evening Peak,Weekday,Clear,Very High,Highway,20.9
TRIP_01079,Chickpet,JP Nagar,12.95,Evening Peak,Weekday,Clear,Very High,Main Road,8.6
TRIP_01080,MG Road,RR Nagar,20.4,Afternoon,Weekday,Clear,Low,Highway,64.3
TRIP_01081,JP Nagar,Kempegowda International Airport,15.01,Morning Peak,Weekday,Clear,Very High,Inner Road,8.7
TRIP_01082,Sadashivanagar,Basavanagudi,16.71,Evening Peak,Weekday,Clear,Medium,Inner Road,17.0
TRIP_01083,KR Puram,Koramangala,16.26,Evening Peak,Weekday,Heatwave,Very High,Highway,17.9
TRIP_01084,Frazer Town,Jayanagar,14.89,Morning Peak,Weekday,Heatwave,High,Inner Road,17.7
TRIP_01085,MG Road,Rajajinagar,11.52,Morning Peak,Weekday,Clear,Very High,Highway,16.5
TRIP_01086,NIMHANS,Jayanagar,13.39,Afternoon,Weekend,Clear,Low,Main Road,47.7
TRIP_01087,Hebbal,Frazer Town,9.27,Morning Peak,Weekend,Clear,Very High,Main Road,13.4
TRIP_01088,Malleshwaram,Hebbal,6.08,Afternoon,Weekday,Rain,Medium,Main Road,26.1
TRIP_01089,JP Nagar,BTM Layout,9.67,Afternoon,Weekend,Clear,Medium,Highway,60.1
TRIP_01090,Bellandur,Whitefield,17.44,Afternoon,Weekend,Clear,High,Main Road,24.5
TRIP_01091,Yelahanka,Bellandur,13.52,Morning Peak,Weekday,Clear,High,Inner Road,12.5
TRIP_01092,Jayanagar,MG Road,12.63,Night,Weekday,Fog,Low,Highway,41.9
TRIP_01093,Peenya,Electronic City,2.67,Night,Weekday,Fog,Low,Inner Road,21.9
TRIP_01094,HSR Layout,Marathahalli,15.91,Morning Peak,Weekday,Clear,Very High,Main Road,10.8
TRIP_01095,NIMHANS,Bellandur,7.41,Afternoon,Weekday,Rain,Medium,Main Road,24.7
TRIP_01096,Whitefield,Electronic City,7.47,Morning Peak,Weekend,Rain,Medium,Main Road,29.2
TRIP_01097,Electronic City,Frazer Town,14.85,Afternoon,Weekday,Clear,Very High,Main Road,11.9
TRIP_01098,JP Nagar,Rajajinagar,22.07,Afternoon,Weekend,Rain,Low,Highway,63.2
TRIP_01099,JP Nagar,Frazer Town,16.3,Morning Peak,Weekday,Heatwave,High,Highway,35.7
TRIP_01100,Chickpet,Yelahanka,19.18,Evening Peak,Weekday,Clear,Very High,Main Road,12.0
TRIP_01101,NIMHANS,HSR Layout,12.31,Afternoon,Weekday,Clear,High,Main Road,28.9
TRIP_01102,Malleshwaram,HSR Layout,6.66,Evening Peak,Weekend,Clear,High,Main Road,27.4
TRIP_01103,Malleshwaram,Peenya,15.59,Evening Peak,Weekend,Clear,High,Main Road,26.9
TRIP_01104,MG Road,JP Nagar,11.2,Afternoon,Weekday,Heatwave,Medium,Inner Road,14.2
TRIP_01105,NIMHANS,Electronic City,4.68,Evening Peak,Weekend,Fog,Low,Inner Road,13.6
TRIP_01106,Yelahanka,BTM Layout,24.43,Morning Peak,Weekday,Clear,Medium,Main Road,31.2
TRIP_01107,RR Nagar,Yelahanka,17.53,Morning Peak,Weekend,Clear,Medium,Main Road,34.0
TRIP_01108,Hebbal,Chickpet,9.93,Morning Peak,Weekday,Heatwave,High,Main Road,27.5
TRIP_01109,Yelahanka,BTM Layout,24.43,Afternoon,Weekday,Clear,High,Highway,44.5
TRIP_01110,Electronic City,Marathahalli,5.32,Night,Weekday,Clear,Medium,Inner Road,27.6
TRIP_01111,Bellandur,NIMHANS,7.41,Morning Peak,Weekend,Clear,Medium,Main Road,26.2
TRIP_01112,MG Road,Marathahalli,11.95,Afternoon,Weekday,Clear,Low,Highway,77.1
TRIP_01113,Banashankari,Hebbal,16.03,Morning Peak,Weekend,Clear,High,Main Road,17.6
TRIP_01114,Hebbal,Jayanagar,6.67,Afternoon,Weekday,Heatwave,High,Main Road,16.7
TRIP_01115,BTM Layout,Indiranagar,9.55,Evening Peak,Weekend,Clear,Low,Main Road,54.8
TRIP_01116,MG Road,Hebbal,9.3,Afternoon,Weekday,Clear,Low,Main Road,42.3
TRIP_01117,Peenya,Indiranagar,4.03,Night,Weekday,Clear,Medium,Main Road,37.7
TRIP_01118,Peenya,Electronic City,2.67,Morning Peak,Weekday,Clear,Medium,Inner Road,21.5
TRIP_01119,NIMHANS,Chickpet,9.5,Afternoon,Weekday,Clear,Low,Main Road,38.0
TRIP_01120,Rajajinagar,KR Puram,15.65,Afternoon,Weekday,Rain,Medium,Highway,34.6
TRIP_01121,Hebbal,Indiranagar,16.84,Afternoon,Weekday,Rain,Low,Highway,55.3
TRIP_01122,JP Nagar,HSR Layout,17.69,Evening Peak,Weekday,Rain,Very High,Highway,11.9
TRIP_01123,MG Road,Electronic City,9.83,Morning Peak,Weekday,Clear,High,Highway,39.4
TRIP_01124,Bellandur,Jayanagar,13.24,Afternoon,Weekend,Fog,High,Main Road,13.8
TRIP_01125,Bellandur,Sadashivanagar,22.01,Evening Peak,Weekday,Heatwave,Very High,Highway,20.9
TRIP_01126,Marathahalli,JP Nagar,4.6,Afternoon,Weekend,Rain,Low,Inner Road,23.5
TRIP_01127,MG Road,JP Nagar,11.2,Evening Peak,Weekday,Rain,Very High,Highway,11.6
TRIP_01128,Chickpet,Rajajinagar,11.29,Afternoon,Weekday,Clear,Medium,Highway,56.0
TRIP_01129,Kempegowda International Airport,Yelahanka,6.61,Evening Peak,Weekend,Clear,High,Main Road,25.3
TRIP_01130,Peenya,Frazer Town,17.22,Afternoon,Weekend,Rain,Medium,Main Road,28.5
TRIP_01131,Bellandur,NIMHANS,7.41,Morning Peak,Weekday,Fog,Very High,Inner Road,4.8
TRIP_01132,Hebbal,Banashankari,16.03,Morning Peak,Weekday,Clear,Very High,Main Road,14.2
TRIP_01133,Whitefield,Basavanagudi,8.66,Morning Peak,Weekend,Heatwave,High,Main Road,18.1
TRIP_01134,Kempegowda International Airport,MG Road,14.14,Morning Peak,Weekend,Heatwave,High,Highway,28.2
TRIP_01135,Peenya,Frazer Town,17.22,Afternoon,Weekday,Rain,High,Inner Road,12.2
TRIP_01136,Electronic City,Banashankari,10.93,Morning Peak,Weekday,Clear,Very High,Inner Road,9.7
TRIP_01137,Kempegowda International Airport,Chickpet,16.54,Afternoon,Weekday,Fog,Medium,Main Road,19.5
TRIP_01138,Rajajinagar,Jayanagar,10.13,Afternoon,Weekday,Clear,Very High,Inner Road,8.1
TRIP_01139,JP Nagar,Rajajinagar,22.07,Morning Peak,Weekend,Heatwave,Very High,Main Road,13.9
TRIP_01140,NIMHANS,JP Nagar,5.39,Morning Peak,Weekend,Clear,High,Highway,30.2
TRIP_01141,Sadashivanagar,Whitefield,20.73,Evening Peak,Weekday,Clear,Very High,Highway,21.1
TRIP_01142,MG Road,Indiranagar,9.57,Evening Peak,Weekday,Clear,Medium,Main Road,27.8
TRIP_01143,JP Nagar,Malleshwaram,14.25,Evening Peak,Weekday,Clear,Very High,Highway,14.8
TRIP_01144,JP Nagar,Whitefield,8.19,Afternoon,Weekday,Rain,Medium,Main Road,28.3
TRIP_01145,Sadashivanagar,BTM Layout,15.05,Afternoon,Weekday,Rain,High,Main Road,13.0
TRIP_01146,NIMHANS,Koramangala,2.2,Evening Peak,Weekday,Clear,Medium,Inner Road,27.5
TRIP_01147,Bellandur,HSR Layout,14.56,Night,Weekday,Rain,Low,Highway,58.4
TRIP_01148,Malleshwaram,JP Nagar,14.25,Afternoon,Weekend,Heatwave,Medium,Main Road,38.9
TRIP_01149,Malleshwaram,Chickpet,3.94,Afternoon,Weekday,Rain,High,Main Road,17.0
TRIP_01150,Indiranagar,RR Nagar,28.43,Morning Peak,Weekend,Clear,Very High,Highway,15.0
TRIP_01151,NIMHANS,Malleshwaram,9.61,Morning Peak,Weekday,Clear,Very High,Highway,20.0
TRIP_01152,Jayanagar,Indiranagar,16.54,Morning Peak,Weekday,Clear,Very High,Main Road,11.8
TRIP_01153,Koramangala,NIMHANS,2.2,Night,Weekend,Clear,Medium,Inner Road,19.0
TRIP_01154,MG Road,Bellandur,13.75,Afternoon,Weekday,Clear,Very High,Main Road,13.8
TRIP_01155,Jayanagar,Hebbal,6.67,Evening Peak,Weekday,Clear,Medium,Main Road,38.3
TRIP_01156,Electronic City,Koramangala,5.2,Morning Peak,Weekday,Fog,High,Main Road,11.2
TRIP_01157,JP Nagar,Hebbal,18.89,Morning Peak,Weekend,Fog,Medium,Main Road,21.8
TRIP_01158,Peenya,NIMHANS,7.2,Evening Peak,Weekday,Fog,Very High,Highway,10.5
TRIP_01159,Indiranagar,Rajajinagar,20.1,Afternoon,Weekday,Heatwave,Medium,Main Road,31.2
TRIP_01160,Malleshwaram,NIMHANS,9.61,Morning Peak,Weekday,Clear,Medium,Main Road,41.0
TRIP_01161,Marathahalli,Rajajinagar,21.25,Night,Weekday,Clear,Low,Highway,57.9
TRIP_01162,Sadashivanagar,Basavanagudi,16.71,Afternoon,Weekday,Rain,Medium,Highway,30.4
TRIP_01163,Indiranagar,Hebbal,16.84,Evening Peak,Weekday,Clear,High,Main Road,29.0
TRIP_01164,Koramangala,Basavanagudi,4.29,Evening Peak,Weekday,Heatwave,Very High,Inner Road,8.1
TRIP_01165,Indiranagar,HSR Layout,15.57,Evening Peak,Weekday,Fog,Very High,Main Road,7.3
TRIP_01166,Koramangala,Hebbal,14.84,Morning Peak,Weekend,Heatwave,Very High,Main Road,11.6
TRIP_01167,Banashankari,Marathahalli,15.46,Evening Peak,Weekday,Clear,Very High,Main Road,10.7
TRIP_01168,RR Nagar,Peenya,32.09,Night,Weekday,Clear,Low,Highway,62.0
TRIP_01169,Kempegowda International Airport,RR Nagar,21.91,Afternoon,Weekday,Clear,Medium,Main Road,32.0
TRIP_01170,Whitefield,Rajajinagar,24.06,Night,Weekend,Heatwave,Low,Inner Road,15.9
TRIP_01171,Yelahanka,Whitefield,27.45,Morning Peak,Weekday,Clear,Very High,Highway,21.4
TRIP_01172,Frazer Town,NIMHANS,12.66,Afternoon,Weekday,Clear,High,Inner Road,13.0
TRIP_01173,BTM Layout,MG Road,7.89,Morning Peak,Weekday,Rain,Medium,Inner Road,9.3
TRIP_01174,Kempegowda International Airport,KR Puram,22.57,Evening Peak,Weekday,Rain,High,Highway,30.5
TRIP_01175,Yelahanka,Rajajinagar,15.04,Evening Peak,Weekday,Clear,Very High,Main Road,13.1
TRIP_01176,Chickpet,Hebbal,9.93,Afternoon,Weekday,Heatwave,Medium,Main Road,29.8
TRIP_01177,Peenya,Electronic City,2.67,Afternoon,Weekday,Clear,High,Inner Road,18.0
TRIP_01178,Jayanagar,Marathahalli,15.88,Night,Weekend,Heatwave,Medium,Highway,54.0
TRIP_01179,NIMHANS,Hebbal,13.63,Evening Peak,Weekday,Clear,Medium,Highway,49.9
TRIP_01180,Malleshwaram,Basavanagudi,10.19,Morning Peak,Weekend,Clear,High,Inner Road,17.5
TRIP_01181,BTM Layout,Electronic City,8.28,Night,Weekend,Clear,Low,Inner Road,27.1
TRIP_01182,Basavanagudi,BTM Layout,7.45,Afternoon,Weekday,Clear,High,Main Road,27.5
TRIP_01183,JP Nagar,Marathahalli,4.6,Afternoon,Weekday,Clear,Very High,Inner Road,8.2
TRIP_01184,Bellandur,Malleshwaram,15.08,Evening Peak,Weekday,Clear,High,Highway,41.1
TRIP_01185,HSR Layout,Rajajinagar,6.43,Morning Peak,Weekday,Clear,High,Main Road,25.4
TRIP_01186,Sadashivanagar,RR Nagar,13.8,Evening Peak,Weekday,Clear,High,Highway,39.4
TRIP_01187,BTM Layout,Yelahanka,24.43,Afternoon,Weekday,Clear,Low,Main Road,53.9
TRIP_01188,Marathahalli,Whitefield,12.72,Afternoon,Weekday,Fog,Medium,Main Road,17.4
TRIP_01189,Jayanagar,Frazer Town,14.89,Afternoon,Weekday,Clear,Very High,Highway,16.4
TRIP_01190,Frazer Town,Electronic City,14.85,Morning Peak,Weekday,Heatwave,Very High,Highway,21.1
TRIP_01191,Peenya,Yelahanka,23.01,Morning Peak,Weekday,Clear,High,Highway,43.5
TRIP_01192,Koramangala,NIMHANS,2.2,Afternoon,Weekday,Fog,Medium,Main Road,17.1
TRIP_01193,MG Road,Jayanagar,12.63,Afternoon,Weekday,Clear,High,Highway,34.0
TRIP_01194,Malleshwaram,Yelahanka,15.59,Evening Peak,Weekday,Clear,High,Main Road,18.9
TRIP_01195,Whitefield,JP Nagar,8.19,Evening Peak,Weekday,Rain,High,Main Road,18.5
TRIP_01196,Rajajinagar,Koramangala,18.42,Morning Peak,Weekend,Clear,Very High,Highway,19.4
TRIP_01197,Hebbal,Indiranagar,16.84,Afternoon,Weekday,Clear,High,Main Road,21.5
TRIP_01198,Chickpet,Kempegowda International Airport,16.54,Afternoon,Weekend,Clear,Medium,Main Road,32.6
TRIP_01199,Peenya,JP Nagar,1.94,Evening Peak,Weekday,Rain,Very High,Main Road,8.2
TRIP_01200,Peenya,Kempegowda International Airport,16.94,Afternoon,Weekday,Clear,High,Main Road,24.6
TRIP_01201,HSR Layout,Malleshwaram,6.66,Afternoon,Weekday,Rain,High,Main Road,19.7
TRIP_01202,Sadashivanagar,Basavanagudi,16.71,Morning Peak,Weekday,Clear,High,Highway,37.7
TRIP_01203,Electronic City,JP Nagar,1.51,Night,Weekday,Rain,Medium,Inner Road,16.2
TRIP_01204,Hebbal,HSR Layout,2.52,Morning Peak,Weekday,Clear,High,Inner Road,10.9
TRIP_01205,Jayanagar,Electronic City,18.07,Afternoon,Weekday,Heatwave,High,Main Road,18.9
TRIP_01206,Jayanagar,Hebbal,6.67,Evening Peak,Weekday,Clear,High,Main Road,27.7
TRIP_01207,Jayanagar,Yelahanka,5.26,Morning Peak,Weekday,Heatwave,High,Main Road,21.4
TRIP_01208,BTM Layout,Marathahalli,13.17,Morning Peak,Weekday,Fog,High,Main Road,12.6
TRIP_01209,Sadashivanagar,Banashankari,12.75,Afternoon,Weekday,Clear,High,Inner Road,12.0
TRIP_01210,Hebbal,RR Nagar,11.6,Evening Peak,Weekend,Clear,Medium,Main Road,41.2
TRIP_01211,Indiranagar,Peenya,4.03,Morning Peak,Weekend,Clear,Medium,Main Road,37.8
TRIP_01212,Malleshwaram,Banashankari,10.02,Evening Peak,Weekday,Heatwave,High,Highway,30.1
TRIP_01213,Sadashivanagar,Yelahanka,19.78,Evening Peak,Weekday,Fog,High,Main Road,11.7
TRIP_01214,Yelahanka,Jayanagar,5.26,Morning Peak,Weekday,Clear,High,Main Road,19.3
TRIP_01215,RR Nagar,BTM Layout,27.72,Morning Peak,Weekend,Clear,Medium,Highway,49.6
TRIP_01216,HSR Layout,Sadashivanagar,10.2,Afternoon,Weekday,Fog,High,Highway,15.9
TRIP_01217,Hebbal,Sadashivanagar,7.93,Evening Peak,Weekday,Clear,High,Main Road,19.2
TRIP_01218,Kempegowda International Airport,JP Nagar,15.01,Night,Weekday,Rain,Low,Main Road,28.9
TRIP_01219,Koramangala,Yelahanka,15.78,Afternoon,Weekday,Clear,Medium,Highway,61.8
TRIP_01220,Basavanagudi,Malleshwaram,10.19,Afternoon,Weekday,Rain,Medium,Main Road,28.5
TRIP_01221,Sadashivanagar,Malleshwaram,7.02,Evening Peak,Weekday,Rain,Very High,Main Road,6.8
TRIP_01222,NIMHANS,JP Nagar,5.39,Morning Peak,Weekday,Rain,Low,Highway,51.1
TRIP_01223,Hebbal,Malleshwaram,6.08,Morning Peak,Weekday,Fog,Very High,Main Road,8.3
TRIP_01224,RR Nagar,MG Road,20.4,Morning Peak,Weekday,Clear,Very High,Main Road,10.1
TRIP_01225,Basavanagudi,KR Puram,12.53,Evening Peak,Weekday,Clear,Low,Highway,87.6
TRIP_01226,Indiranagar,Kempegowda International Airport,13.13,Morning Peak,Weekday,Heatwave,Very High,Highway,15.8
TRIP_01227,HSR Layout,NIMHANS,12.31,Evening Peak,Weekday,Clear,High,Main Road,29.4
TRIP_01228,HSR Layout,Electronic City,16.77,Night,Weekend,Clear,High,Highway,37.3
TRIP_01229,Bellandur,Hebbal,16.74,Afternoon,Weekday,Clear,High,Main Road,22.7
TRIP_01230,JP Nagar,HSR Layout,17.69,Morning Peak,Weekend,Clear,High,Main Road,27.7
TRIP_01231,MG Road,Banashankari,7.48,Afternoon,Weekday,Heatwave,High,Main Road,20.1
TRIP_01232,Electronic City,Malleshwaram,12.97,Morning Peak,Weekday,Clear,Very High,Highway,15.8
TRIP_01233,Frazer Town,HSR Layout,10.68,Afternoon,Weekend,Clear,Medium,Highway,51.2
TRIP_01234,Bellandur,Marathahalli,4.88,Evening Peak,Weekend,Clear,High,Main Road,24.2
TRIP_01235,RR Nagar,Peenya,32.09,Afternoon,Weekend,Rain,Medium,Main Road,29.7
TRIP_01236,Kempegowda International Airport,Peenya,16.94,Morning Peak,Weekday,Clear,Very High,Main Road,11.7
TRIP_01237,Marathahalli,NIMHANS,4.77,Morning Peak,Weekday,Heatwave,Very High,Inner Road,7.8
TRIP_01238,Malleshwaram,KR Puram,9.9,Evening Peak,Weekday,Clear,Very High,Main Road,10.5
TRIP_01239,Jayanagar,Kempegowda International Airport,7.4,Afternoon,Weekend,Clear,Low,Inner Road,19.1
TRIP_01240,RR Nagar,Chickpet,20.26,Evening Peak,Weekday,Clear,Very High,Main Road,11.3
TRIP_01241,RR Nagar,Hebbal,11.6,Evening Peak,Weekday,Clear,Medium,Inner Road,18.4
TRIP_01242,BTM Layout,RR Nagar,27.72,Night,Weekday,Clear,Low,Highway,89.9
TRIP_01243,Electronic City,Bellandur,9.97,Evening Peak,Weekend,Fog,Medium,Main Road,24.2
TRIP_01244,Electronic City,Frazer Town,14.85,Morning Peak,Weekend,Clear,Low,Highway,86.7
TRIP_01245,Marathahalli,Rajajinagar,21.25,Evening Peak,Weekday,Rain,High,Highway,24.6
TRIP_01246,JP Nagar,MG Road,11.2,Afternoon,Weekday,Clear,Medium,Main Road,33.9
TRIP_01247,Rajajinagar,JP Nagar,22.07,Night,Weekday,Clear,High,Highway,41.0
TRIP_01248,Basavanagudi,RR Nagar,26.64,Evening Peak,Weekday,Clear,High,Highway,41.4
TRIP_01249,Yelahanka,Whitefield,27.45,Night,Weekday,Rain,Medium,Highway,46.7
TRIP_01250,Kempegowda International Airport,Hebbal,12.83,Night,Weekday,Fog,Medium,Main Road,23.6
TRIP_01251,Chickpet,KR Puram,6.2,Morning Peak,Weekday,Clear,Very High,Main Road,10.9
TRIP_01252,RR Nagar,KR Puram,24.21,Morning Peak,Weekend,Clear,Very High,Highway,17.5
TRIP_01253,Sadashivanagar,Jayanagar,14.54,Evening Peak,Weekday,Fog,Very High,Highway,8.3
TRIP_01254,Jayanagar,KR Puram,20.44,Evening Peak,Weekday,Rain,Very High,Main Road,6.9
TRIP_01255,Bellandur,JP Nagar,9.44,Morning Peak,Weekday,Rain,High,Main Road,14.0
TRIP_01256,Indiranagar,Yelahanka,19.04,Night,Weekday,Heatwave,Low,Inner Road,20.7
TRIP_01257,Whitefield,NIMHANS,11.33,Evening Peak,Weekend,Fog,Medium,Main Road,14.7
TRIP_01258,Koramangala,JP Nagar,5.29,Evening Peak,Weekday,Clear,Very High,Main Road,12.5
TRIP_01259,Malleshwaram,Rajajinagar,8.11,Evening Peak,Weekday,Clear,High,Inner Road,10.5
TRIP_01260,Banashankari,Marathahalli,15.46,Afternoon,Weekday,Clear,Low,Highway,77.7
TRIP_01261,Koramangala,Chickpet,11.65,Night,Weekend,Clear,Low,Main Road,50.7
TRIP_01262,RR Nagar,Yelahanka,17.53,Morning Peak,Weekday,Clear,High,Main Road,24.8
TRIP_01263,NIMHANS,KR Puram,14.08,Evening Peak,Weekday,Clear,High,Inner Road,8.0
TRIP_01264,Malleshwaram,Frazer Town,4.62,Afternoon,Weekday,Heatwave,High,Inner Road,12.0
TRIP_01265,BTM Layout,HSR Layout,17.23,Morning Peak,Weekday,Clear,Very High,Highway,20.9
TRIP_01266,Hebbal,BTM Layout,17.1,Night,Weekday,Clear,Low,Main Road,54.1
TRIP_01267,Sadashivanagar,NIMHANS,16.52,Afternoon,Weekday,Clear,Medium,Highway,48.6
TRIP_01268,Kempegowda International Airport,Peenya,16.94,Morning Peak,Weekday,Clear,Medium,Highway,51.5
TRIP_01269,KR Puram,HSR Layout,16.5,Afternoon,Weekday,Rain,High,Highway,27.2
TRIP_01270,JP Nagar,Banashankari,12.39,Afternoon,Weekday,Fog,High,Main Road,9.8
TRIP_01271,HSR Layout,Basavanagudi,14.1,Evening Peak,Weekday,Clear,Very High,Inner Road,8.3
TRIP_01272,Whitefield,Kempegowda International Airport,22.12,Evening Peak,Weekend,Clear,Medium,Main Road,29.5
